"1640781444.0980618 2021-12-29 06:37:24.098061 b'{""type"":""eeg""",data:[-12.429314,-23.898981,-9.991339,33.86977,79.58305,49.975998,-33.570213,-127.51293,-69.86608,22.13752,154.89598,67.62614,22.941528,-119.47402,-255.43172,-111.52032]}\r\n'
"1640781444.1830604 2021-12-29 06:37:24.183060 b'{""type"":""eeg""",data:[9.587701,30.051373,27.58621,-1.601426,-56.187256,-82.24749,-65.38788,10.444797,55.588036,79.30196,82.46172,-42.547295,-217.64194,-312.75455,-141.02234,48.708096]}\r\n'
"1640781444.2780626 2021-12-29 06:37:24.278062 b'{""type"":""eeg""",data:[3.3967395,14.923494,31.498251,58.78749,80.63893,87.06882,94.765175,86.74132,39.47908,21.768433,-19.620539,-63.504826,-73.39621,-89.79417,-203.48335,-141.69458]}\r\n'
"1640781444.361062 2021-12-29 06:37:24.361062 b'{""type"":""eeg""",data:[11.819422,25.16656,0.9809655,-40.813644,-47.174423,-0.118748225,72.16594,96.338875,-2.342819,-145.18205,-91.54516,4.9575953,209.39995,70.42398,-12.532172,-306.72263]}\r\n'
"1640781444.444064 2021-12-29 06:37:24.444063 b'{""type"":""eeg""",data:[-12.268205,-25.962229,-10.367506,32.541965,79.994484,36.461033,-28.865637,-70.94481,-117.26499,31.974768,115.01904,97.13102,26.244436,-235.82246,-263.8237,-127.164734]}\r\n'
"1640781444.5290613 2021-12-29 06:37:24.529061 b'{""type"":""eeg""",data:[-10.5722475,27.327192,-18.146112,-24.277,70.24428,-41.066723,-22.48863,133.08052,-163.24588,28.00177,106.463936,-70.65545,128.76462,50.683823,-110.670685,270.9597]}\r\n'
"1640781444.5990973 2021-12-29 06:37:24.599097 b'{""type"":""eeg""",data:[14.401229,1.9699142,-39.093784,-5.648931,67.53987,9.62413,-126.15508,-20.287344,176.16743,20.959911,-160.9457,-17.697817,269.822,70.84199,-281.03415,-93.71537]}\r\n'
"1640781444.6810608 2021-12-29 06:37:24.681060 b'{""type"":""eeg""",data:[3.3584478,14.424561,34.265934,51.463684,79.31929,104.69467,62.984867,62.899654,79.75687,29.979795,-20.976656,-64.48337,-143.79742,-77.34432,-120.43813,-127.82052]}\r\n'
"1640781444.763061 2021-12-29 06:37:24.763061 b'{""type"":""eeg""",data:[3.4809272,14.282655,34.502525,44.31417,69.79417,84.85389,105.48109,95.77453,45.305553,15.946121,-19.218966,-31.74337,-197.82904,-275.31003,-110.05609,-101.6625]}\r\n'
"1640781444.8560627 2021-12-29 06:37:24.856062 b'{""type"":""eeg""",data:[-13.785675,-12.719109,30.714643,36.768078,-30.45572,-70.27281,-6.3268137,151.55763,88.15661,-123.15723,-192.09607,33.63474,231.76262,31.279501,-335.891,-121.22268]}\r\n'
"1640781444.9470615 2021-12-29 06:37:24.947061 b'{""type"":""eeg""",data:[-10.68546,28.11969,-14.373025,-27.839592,71.170555,-56.62118,-15.521495,130.01865,-101.360695,32.114376,120.57708,-228.57283,88.38634,87.4932,-130.75436,214.40654]}\r\n'
"1640781445.0360618 2021-12-29 06:37:25.036061 b'{""type"":""eeg""",data:[-10.437399,27.138863,-17.744308,-23.286314,79.341225,-49.931355,-21.63633,116.7737,-146.693,28.547441,99.0363,-147.26688,100.02683,95.1272,-148.39552,46.766296]}\r\n'
"1640781445.121061 2021-12-29 06:37:25.121061 b'{""type"":""eeg""",data:[6.803012,-22.628418,38.719578,-54.444027,61.36968,-27.564201,-8.402703,45.0656,-108.86276,196.66537,-96.37228,165.38736,-43.173462,-14.143548,131.32292,-325.8455]}\r\n'
"1640781445.1940606 2021-12-29 06:37:25.194060 b'{""type"":""eeg""",data:[3.3940697,16.326923,33.42968,49.45232,81.188515,83.93394,116.250565,108.485535,35.762447,16.380594,-23.992165,-41.346306,-127.38883,-266.27847,-132.346,-67.080475]}\r\n'
"1640781445.2750607 2021-12-29 06:37:25.275060 b'{""type"":""eeg""",data:[-12.148117,-26.697897,-10.896573,39.91628,54.59839,50.92002,-34.36928,-84.02017,-59.776188,14.473956,80.82439,78.086784,8.545369,-112.4809,-90.569336,-33.074696]}\r\n'
"1640781445.3620634 2021-12-29 06:37:25.362063 b'{""type"":""eeg""",data:[-11.003768,28.967413,-14.810226,-29.742353,61.38857,-60.98518,-13.9464655,67.341606,-71.70684,29.602667,155.7555,-234.28088,122.3081,125.59357,-72.79801,113.942245]}\r\n'
